index,word,solution_count
1482,безбожие,1
1483,безболезненность,86
1484,безбоязненность,46
1485,безбрачие,9
1486,безбрежие,3
1487,безбрежность,69
1488,безверие,7
1489,безвестная,34
1490,безвестность,56
1491,безветрие,14
1492,безвкусица,43
1493,безвластие,48
1494,безводье,6
1495,безвозвратное,109
1496,безвозвратность,242
1497,безвозмездность,113
1498,безволие,11
1499,безвредность,146
1500,безвременье,12
1501,безвыходность,104
1502,безгласность,156
1503,безграмотность,311
1504,безграничность,312
1505,безгрешность,86
1506,бездарность,158
1507,бездейственность,95
1508,бездействие,23
1509,безделье,5
1510,бездельник,27
1511,бездельница,59
1512,бездельничание,77
1513,безденежье,1
1514,бездетность,42
1515,бездеятельность,118
1516,бездна,5
1517,бездождье,5
1518,бездоказательность,460
1519,бездомничество,158
1520,бездомность,61
1521,бездонность,48
1522,бездонье,7
1523,бездорожье,20
1524,бездумность,75
1525,бездумье,6
1526,бездуховность,125
1527,бездушие,6
1528,бездушность,62
1529,бездымка,13
1530,бездымность,61
1531,безжалостность,161
1532,безжизненность,61
1533,беззаботность,61
1534,беззаветность,94
1535,беззаконие,30
1536,беззаконность,123
1537,беззастенчивость,226
1538,беззащитность,96
1539,беззвучие,6
1540,беззвучность,69
1541,безземелье,6
1542,беззлобие,5
1543,беззлобность,68
1544,беззубка,6
1545,беззубость,15
1546,безлесье,5
1547,безликость,99
1548,безличие,3
1549,безлуние,7
1550,безлюдность,80
1551,безлюдье,6
1552,безматок,28
1553,безмерность,82
1554,безмолвие,20
1555,безмыслие,8
1556,безмятежность,66
1557,безнадежность,107
1558,безнадзорность,218
1559,безнаказанность,147
1560,безначалие,28
1561,безнравственность,284
1562,безобидность,72
1563,безоблачность,137
1564,безобразие,10
1565,безоглядность,151
1566,безоговорочность,156
1567,безопасность,88
1568,безоружность,98
1569,безосновательность,285
1570,безостановочность,162
1571,безответность,63
1572,безответственность,83
1573,безотказность,122
1574,безотлагательность,235
1575,безотносительность,171
1576,безотрадность,214
1577,безотчетность,47
1578,безошибочность,61
1579,безработица,53
1580,безрадостность,240
1581,безраздельность,305
1582,безразличие,21
1583,безрассудность,264
1584,безрассудство,207
1585,безрезультатность,327
1586,безрогость,45
1587,безродная,59
1588,безропотность,112
1589,безрукавка,73
1590,безрукость,95
1591,безрыбье,4
1592,безубыточность,74
1593,безударность,239
1594,безудержность,144
1595,безукоризненность,317
1596,безумность,49
1597,безумство,39
1598,безупречность,145
1599,безусадочность,156
1600,безусловность,135
1601,безуспешность,68
1602,безутешность,46
1603,безучастие,30
1604,безучастность,112
1605,безыдейность,51
1606,безымянность,65
1607,безынерционность,165
1608,безынициативность,245
1609,безынтересность,94
1610,безыскусность,87
1611,безыскусственность,155
1612,безысходность,60
1613,бей,0
1614,бейка,2
1615,бейсбол,8
1616,бейсболист,36
1617,бейсболка,42
1618,бейт,1
1619,бекар,10
1620,бекас,3
1621,бекасенок,28
1622,бекасинник,26
1623,бекеша,2
1624,бекон,7
